# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 30 20:29:12 2018
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
#
loc_rowid,pl_name,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_kepflag,pl_nnotes,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_disc,hd_name,hip_name
3101,Kepler-758 d,Kepler-758,d,Transit,20.49661970,0.00022820,-0.00022820,0,,,,,,,,,,,,,0.189,0.042,-0.029,0,,,,,1,1,1353.00,292.62,-212.60,0,14.348,,0,Kepler-band,,,,6228.00,72.21,-60.59,0,1.16,0.12,-0.08,0,1.42,0.31,-0.23,0,,,,,2.120,0.470,-0.330,0,0.019,0.004,-0.003,0,2016,,
3102,Kepler-758 e,Kepler-758,e,Transit,8.19347190,0.00010360,-0.00010360,0,,,,,,,,,,,,,0.136,0.029,-0.022,0,,,,,1,1,1353.00,292.62,-212.60,0,14.348,,0,Kepler-band,,,,6228.00,72.21,-60.59,0,1.16,0.12,-0.08,0,1.42,0.31,-0.23,0,,,,,1.530,0.320,-0.250,0,0.014,0.003,-0.002,0,2016,,
3103,Kepler-759 b,Kepler-759,b,Transit,41.80598500,0.00020820,-0.00020820,0,,,,,,,,,,,,,0.203,0.044,-0.021,0,,,,,1,1,892.00,192.10,-87.30,0,14.502,,0,Kepler-band,,,,5860.00,94.60,-133.91,0,1.04,0.06,-0.06,0,1.04,0.22,-0.09,0,,,,,2.270,0.490,-0.240,0,0.021,0.004,-0.002,0,2016,,
3104,Kepler-76 b,Kepler-76,b,Orbital Brightness Modulation,1.54492980,0.00000040,-0.00000040,0,,,,,77.550,0.200,-0.170,0,2.01000,0.37000,-0.35000,0,1.360,0.120,-0.120,0,1.10000,0.60000,-0.40000,0,1,1,,,,,13.308,,0,Kepler-band,,,,6409.00,95.00,-95.00,0,1.20,0.20,-0.20,0,1.32,0.08,-0.08,0,2.01000,0.37000,-0.35000,0,15.244,1.345,-1.345,0,0.140,0.012,-0.012,0,2013,,
3105,Kepler-760 b,Kepler-760,b,Transit,8.70419416,0.00001277,-0.00001277,0,,,,,,,,,,,,,0.273,0.023,-0.021,0,,,,,1,1,782.00,67.76,-43.55,0,15.070,,0,Kepler-band,,,,5322.00,65.68,-81.73,0,0.89,0.04,-0.04,0,0.85,0.07,-0.04,0,,,,,3.060,0.260,-0.240,0,0.028,0.002,-0.002,0,2016,,
3106,Kepler-760 c,Kepler-760,c,Transit,2.46697439,0.00000658,-0.00000658,0,,,,,,,,,,,,,0.132,0.011,-0.008,0,,,,,1,1,782.00,67.76,-43.55,0,15.070,,0,Kepler-band,,,,5322.00,65.68,-81.73,0,0.89,0.04,-0.04,0,0.85,0.07,-0.04,0,,,,,1.480,0.120,-0.090,0,0.014,0.001,-0.001,0,2016,,
3107,Kepler-761 b,Kepler-761,b,Transit,10.12804789,0.00002905,-0.00002905,0,,,,,,,,,,,,,0.181,0.022,-0.015,0,,,,,1,1,867.00,103.70,-75.49,0,14.743,,0,Kepler-band,,,,5706.00,130.90,-104.39,0,0.95,0.06,-0.06,0,0.93,0.11,-0.07,0,,,,,2.030,0.250,-0.170,0,0.019,0.002,-0.002,0,2016,,
3108,Kepler-762 b,Kepler-762,b,Transit,3.77055210,0.00000094,-0.00000094,0,,,,,,,,,,,,,1.131,0.236,-0.112,0,,,,,1,1,1465.00,303.43,-153.41,0,15.439,,0,Kepler-band,,,,5944.00,98.94,-123.90,0,1.06,0.07,-0.06,0,1.08,0.23,-0.11,0,,,,,12.680,2.640,-1.260,0,0.116,0.024,-0.012,0,2016,,
3109,Kepler-763 b,Kepler-763,b,Transit,1.19655156,0.00000356,-0.00000356,0,,,,,,,,,,,,,0.109,0.008,-0.007,0,,,,,1,1,902.00,56.07,-46.47,0,15.692,,0,Kepler-band,,,,5166.00,75.73,-93.71,0,0.84,0.04,-0.04,0,0.80,0.05,-0.04,0,,,,,1.220,0.090,-0.080,0,0.011,0.001,-0.001,0,2016,,
3110,Kepler-764 b,Kepler-764,b,Transit,7.33683936,0.00003735,-0.00003735,0,,,,,,,,,,,,,0.146,0.018,-0.012,0,,,,,1,1,1013.00,117.78,-80.44,0,15.302,,0,Kepler-band,,,,5557.00,132.83,-102.61,0,0.92,0.05,-0.05,0,0.89,0.10,-0.07,0,,,,,1.640,0.200,-0.130,0,0.015,0.002,-0.001,0,2016,,
3111,Kepler-765 b,Kepler-765,b,Transit,27.66552260,0.00012970,-0.00012970,0,,,,,,,,,,,,,0.217,0.047,-0.020,0,,,,,1,1,1000.00,214.94,-95.83,0,14.609,,0,Kepler-band,,,,5901.00,81.23,-89.97,0,1.05,0.06,-0.06,0,1.06,0.23,-0.10,0,,,,,2.430,0.530,-0.220,0,0.022,0.005,-0.002,0,2016,,
3112,Kepler-766 b,Kepler-766,b,Transit,6.10027804,0.00001640,-0.00001640,0,,,,,,,,,,,,,0.302,0.083,-0.036,0,,,,,1,1,1614.00,436.19,-196.98,0,15.678,,0,Kepler-band,,,,5992.00,95.54,-140.96,0,1.10,0.09,-0.07,0,1.15,0.31,-0.13,0,,,,,3.390,0.930,-0.400,0,0.031,0.009,-0.004,0,2016,,
3113,Kepler-767 b,Kepler-767,b,Transit,161.52801010,0.00030860,-0.00030860,0,,,,,,,,,,,,,0.592,0.077,-0.049,0,,,,,1,1,1185.00,157.84,-104.47,0,15.435,,0,Kepler-band,,,,5694.00,163.45,-124.14,0,0.96,0.06,-0.06,0,0.94,0.12,-0.08,0,,,,,6.640,0.860,-0.550,0,0.061,0.008,-0.005,0,2016,,
3114,Kepler-768 b,Kepler-768,b,Transit,11.39100250,0.00007499,-0.00007499,0,,,,,,,,,,,,,0.160,0.018,-0.012,0,,,,,1,1,795.00,63.98,-53.61,0,15.681,,0,Kepler-band,,,,5108.00,177.47,-165.03,0,0.82,0.05,-0.05,0,0.78,0.05,-0.05,0,,,,,1.790,0.200,-0.130,0,0.016,0.002,-0.001,0,2016,,
3115,Kepler-769 b,Kepler-769,b,Transit,7.42608998,0.00001952,-0.00001952,0,,,,,,,,,,,,,0.261,0.116,-0.041,0,,,,,1,1,1362.00,567.34,-216.52,0,14.818,,0,Kepler-band,,,,6186.00,127.24,-184.13,0,1.19,0.17,-0.11,0,1.28,0.55,-0.19,0,,,,,2.920,1.300,-0.460,0,0.027,0.012,-0.004,0,2016,,
3116,Kepler-769 c,Kepler-769,c,Transit,15.98701740,0.00019990,-0.00019990,0,,,,,,,,,,,,,0.160,0.068,-0.024,0,,,,,1,1,1362.00,567.34,-216.52,0,14.818,,0,Kepler-band,,,,6186.00,127.24,-184.13,0,1.19,0.17,-0.11,0,1.28,0.55,-0.19,0,,,,,1.790,0.760,-0.270,0,0.016,0.007,-0.002,0,2016,,
3117,Kepler-77 b,Kepler-77,b,Transit,3.57878087,0.00000023,-0.00000023,0,0.000000,,,0,88.000,0.110,-0.110,0,0.43000,0.03200,-0.03200,0,0.960,0.016,-0.016,0,0.60300,0.05500,-0.05500,0,1,1,570.00,70.00,-70.00,0,13.938,,0,Kepler-band,,,,5520.00,60.00,-60.00,0,0.95,0.04,-0.04,0,0.99,0.02,-0.02,0,0.43000,0.03200,-0.03200,0,10.761,0.179,-0.179,0,0.099,0.002,-0.002,0,2013,,
3118,Kepler-770 b,Kepler-770,b,Transit,18.92540274,0.00005291,-0.00005291,0,,,,,,,,,,,,,0.205,0.029,-0.015,0,,,,,1,1,761.00,105.60,-58.20,0,14.604,,0,Kepler-band,,,,5598.00,127.60,-124.54,0,0.94,0.05,-0.06,0,0.92,0.12,-0.07,0,,,,,2.300,0.320,-0.170,0,0.021,0.003,-0.002,0,2016,,
3119,Kepler-770 c,Kepler-770,c,Transit,1.47532231,0.00000419,-0.00000419,0,,,,,,,,,,,,,0.107,0.017,-0.009,0,,,,,1,1,761.00,105.60,-58.20,0,14.604,,0,Kepler-band,,,,5598.00,127.60,-124.54,0,0.94,0.05,-0.06,0,0.92,0.12,-0.07,0,,,,,1.200,0.190,-0.100,0,0.011,0.002,-0.001,0,2016,,
3120,Kepler-770 d,Kepler-770,d,Transit,4.15244722,0.00001685,-0.00001685,0,,,,,,,,,,,,,0.125,0.017,-0.010,0,,,,,1,1,761.00,105.60,-58.20,0,14.604,,0,Kepler-band,,,,5598.00,127.60,-124.54,0,0.94,0.05,-0.06,0,0.92,0.12,-0.07,0,,,,,1.400,0.190,-0.110,0,0.013,0.002,-0.001,0,2016,,
3121,Kepler-771 b,Kepler-771,b,Transit,8.73485836,0.00004732,-0.00004732,0,,,,,,,,,,,,,0.162,0.028,-0.019,0,,,,,1,1,1000.00,177.56,-115.90,0,14.794,,0,Kepler-band,,,,5906.00,145.88,-193.81,0,1.03,0.08,-0.07,0,1.05,0.18,-0.11,0,,,,,1.820,0.310,-0.210,0,0.017,0.003,-0.002,0,2016,,
3122,Kepler-772 b,Kepler-772,b,Transit,12.99207337,0.00005428,-0.00005428,0,,,,,,,,,,,,,0.162,0.033,-0.021,0,,,,,1,1,689.00,135.71,-90.82,0,13.974,,0,Kepler-band,,,,5714.00,67.61,-85.03,0,0.98,0.04,-0.04,0,1.11,0.22,-0.15,0,,,,,1.820,0.370,-0.240,0,0.017,0.003,-0.002,0,2016,,
3123,Kepler-773 b,Kepler-773,b,Transit,3.74910006,0.00000714,-0.00000714,0,,,,,,,,,,,,,0.128,0.008,-0.006,0,,,,,1,1,528.00,28.74,-24.38,0,13.333,,0,Kepler-band,,,,5850.00,76.73,-65.30,0,1.04,0.04,-0.03,0,1.01,0.05,-0.04,0,,,,,1.430,0.090,-0.070,0,0.013,0.001,-0.001,0,2016,,
3124,Kepler-774 b,Kepler-774,b,Transit,11.08957230,0.00004373,-0.00004373,0,,,,,,,,,,,,,0.283,0.041,-0.048,0,,,,,1,1,1190.00,169.66,-202.39,0,12.808,,0,Kepler-band,,,,6403.00,86.23,-76.70,0,1.57,0.11,-0.14,0,2.42,0.34,-0.41,0,,,,,3.170,0.460,-0.540,0,0.029,0.004,-0.005,0,2016,,
3125,Kepler-775 b,Kepler-775,b,Transit,0.97486893,0.00000080,-0.00000080,0,,,,,,,,,,,,,0.106,0.004,-0.004,0,,,,,1,1,400.00,11.51,-12.42,0,13.507,,0,Kepler-band,,,,5468.00,67.97,-70.49,0,0.92,0.03,-0.03,0,0.84,0.02,-0.02,0,,,,,1.190,0.040,-0.040,0,0.011,0.000,0.000,0,2016,,
3126,Kepler-776 b,Kepler-776,b,Transit,4.89718784,0.00001969,-0.00001969,0,,,,,,,,,,,,,0.114,0.010,-0.006,0,,,,,1,1,727.00,38.76,-36.71,0,15.456,,0,Kepler-band,,,,5071.00,57.15,-86.62,0,0.83,0.04,-0.04,0,0.78,0.04,-0.04,0,,,,,1.280,0.110,-0.070,0,0.012,0.001,-0.001,0,2016,,
3127,Kepler-777 b,Kepler-777,b,Transit,5.72812599,0.00002019,-0.00002019,0,,,,,,,,,,,,,0.131,0.007,-0.007,0,,,,,1,1,383.00,18.18,-20.18,0,15.950,,0,Kepler-band,,,,4043.00,36.21,-34.40,0,0.58,0.02,-0.03,0,0.56,0.02,-0.02,0,,,,,1.470,0.080,-0.080,0,0.013,0.001,-0.001,0,2016,,
3128,Kepler-778 b,Kepler-778,b,Transit,3.75574426,0.00001083,-0.00001083,0,,,,,,,,,,,,,0.150,0.009,-0.012,0,,,,,1,1,899.00,49.81,-63.02,0,15.764,,0,Kepler-band,,,,5102.00,71.96,-62.12,0,0.81,0.04,-0.05,0,0.77,0.04,-0.05,0,,,,,1.680,0.100,-0.130,0,0.015,0.001,-0.001,0,2016,,
3129,Kepler-779 b,Kepler-779,b,Transit,7.09714223,0.00002921,-0.00002921,0,,,,,,,,,,,,,0.082,0.006,-0.006,0,,,,,1,1,224.00,18.09,-16.66,0,15.649,,0,Kepler-band,,,,3804.00,35.65,-34.03,0,0.46,0.03,-0.03,0,0.44,0.03,-0.03,0,,,,,0.920,0.070,-0.070,0,0.008,0.001,-0.001,0,2016,,
3130,Kepler-78 b,Kepler-78,b,Transit,0.35501000,0.00000000,0.00000000,0,,,,0,79.000,12.500,-12.500,0,0.01000,0.00000,0.00000,0,0.100,0.010,-0.010,0,,,,0,1,2,,,,,11.551,,0,Kepler-band,,,,5089.00,50.00,-50.00,0,0.84,0.32,-0.32,0,0.75,0.03,-0.03,0,0.01000,0.00000,0.00000,0,1.121,0.112,-0.112,0,0.010,0.001,-0.001,0,2013,,
3131,Kepler-780 b,Kepler-780,b,Transit,0.67737516,0.00000125,-0.00000125,0,,,,,,,,,,,,,0.079,0.008,-0.005,0,,,,,1,1,520.00,50.10,-32.91,0,13.326,,0,Kepler-band,,,,5769.00,62.55,-57.06,0,1.01,0.03,-0.03,0,1.02,0.10,-0.06,0,,,,,0.890,0.090,-0.060,0,0.008,0.001,-0.001,0,2016,,
3132,Kepler-781 b,Kepler-781,b,Transit,13.21407320,0.00003577,-0.00003577,0,,,,,,,,,,,,,0.258,0.044,-0.021,0,,,,,1,1,1036.00,63.55,-79.70,0,15.987,,0,Kepler-band,,,,5162.00,64.88,-64.49,0,0.81,0.04,-0.05,0,0.78,0.04,-0.06,0,,,,,2.890,0.490,-0.240,0,0.026,0.004,-0.002,0,2016,,
3133,Kepler-782 b,Kepler-782,b,Transit,158.68533080,0.00043730,-0.00043730,0,,,,,,,,,,,,,0.286,0.042,-0.027,0,,,,,1,1,412.00,52.30,-36.74,0,12.783,,0,Kepler-band,,,,5867.00,70.10,-61.94,0,0.98,0.05,-0.05,0,1.01,0.13,-0.09,0,,,,,3.210,0.470,-0.300,0,0.029,0.004,-0.003,0,2016,,
3134,Kepler-783 b,Kepler-783,b,Transit,4.29264638,0.00003429,-0.00003429,0,,,,,,,,,,,,,0.070,0.004,-0.007,0,,,,,1,1,544.00,27.74,-21.95,0,13.916,,0,Kepler-band,,,,5521.00,66.78,-52.89,0,0.93,0.03,-0.04,0,0.89,0.04,-0.03,0,,,,,0.780,0.040,-0.080,0,0.007,0.000,-0.001,0,2016,,
3135,Kepler-784 b,Kepler-784,b,Transit,31.59226460,0.00068090,-0.00068090,0,,,,,,,,,,,,,0.141,0.030,-0.029,0,,,,,1,1,604.00,128.23,-117.05,0,13.290,,0,Kepler-band,,,,5674.00,74.62,-83.91,0,1.00,0.07,-0.05,0,1.32,0.28,-0.26,0,,,,,1.580,0.340,-0.320,0,0.014,0.003,-0.003,0,2016,,
3136,Kepler-785 b,Kepler-785,b,Transit,1.97376093,0.00000010,-0.00000010,0,,,,,,,,,,,,,1.162,0.039,-0.047,0,,,,,1,1,666.00,28.64,-30.11,0,15.715,,0,Kepler-band,,,,4739.00,115.49,-69.98,0,0.77,0.03,-0.04,0,0.71,0.02,-0.03,0,,,,,13.020,0.440,-0.530,0,0.119,0.004,-0.005,0,2016,,
3137,Kepler-786 b,Kepler-786,b,Transit,53.52934870,0.00025710,-0.00025710,0,,,,,,,,,,,,,0.217,0.011,-0.006,0,,,,,1,1,512.00,12.77,-11.46,0,14.887,,0,Kepler-band,,,,4838.00,59.77,-45.60,0,0.81,0.02,-0.03,0,0.74,0.01,-0.01,0,,,,,2.430,0.120,-0.070,0,0.022,0.001,-0.001,0,2016,,
3138,Kepler-787 b,Kepler-787,b,Transit,0.92831050,0.00000220,-0.00000220,0,,,,,,,,,,,,,0.114,0.005,-0.006,0,,,,,1,1,468.00,20.01,-18.79,0,15.854,,0,Kepler-band,,,,4248.00,40.90,-33.57,0,0.65,0.03,-0.02,0,0.62,0.02,-0.02,0,,,,,1.280,0.060,-0.070,0,0.012,0.001,-0.001,0,2016,,
3139,Kepler-788 b,Kepler-788,b,Transit,8.39846269,0.00005719,-0.00005719,0,,,,,,,,,,,,,0.227,0.080,-0.036,0,,,,,1,1,1649.00,518.84,-248.29,0,15.291,,0,Kepler-band,,,,6159.00,129.54,-186.01,0,1.16,0.13,-0.10,0,1.23,0.39,-0.17,0,,,,,2.550,0.900,-0.400,0,0.023,0.008,-0.004,0,2016,,
3140,Kepler-789 b,Kepler-789,b,Transit,8.63847725,0.00003071,-0.00003071,0,,,,,,,,,,,,,0.189,0.037,-0.021,0,,,,,1,1,915.00,188.14,-103.69,0,14.507,,0,Kepler-band,,,,5870.00,204.63,-120.74,0,1.01,0.09,-0.07,0,1.02,0.20,-0.11,0,,,,,2.120,0.420,-0.230,0,0.019,0.004,-0.002,0,2016,,
3141,Kepler-79 b,Kepler-79,b,Transit,13.48450000,0.00020000,-0.00020000,0,0.015000,0.012000,-0.006000,0,88.780,0.070,-0.090,0,0.03430,0.02300,-0.01900,0,0.310,0.006,-0.006,0,1.43000,0.97000,-0.78000,0,1,1,,,,,13.914,,0,Kepler-band,,,,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,0.03430,0.02300,-0.01900,0,3.470,0.070,-0.070,0,0.032,0.001,-0.001,0,2012,,
3142,Kepler-79 c,Kepler-79,c,Transit,27.40290000,0.00080000,-0.00060000,0,0.030000,0.027000,-0.021000,0,89.480,0.070,-0.090,0,0.01900,0.00600,-0.00720,0,0.332,0.007,-0.007,0,0.62000,0.20000,-0.25000,0,1,1,,,,,13.914,,0,Kepler-band,,,,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,0.01900,0.00600,-0.00720,0,3.720,0.080,-0.080,0,0.034,0.001,-0.001,0,2012,,
3143,Kepler-79 d,Kepler-79,d,Transit,52.09020000,0.00090000,-0.00100000,0,0.025000,0.059000,-0.023000,0,89.930,0.070,-0.030,0,0.01900,0.00660,-0.00500,0,0.639,0.012,-0.014,0,0.09000,0.03000,-0.02000,0,1,1,,,,,13.914,,0,Kepler-band,,,,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,0.01900,0.00660,-0.00500,0,7.160,0.130,-0.160,0,0.066,0.001,-0.002,0,2014,,
3144,Kepler-79 e,Kepler-79,e,Transit,81.06590000,0.00130000,-0.00110000,0,0.012000,0.044000,-0.005000,0,89.130,0.020,-0.020,0,0.01300,0.00380,-0.00350,0,0.311,0.012,-0.012,0,0.53000,0.15000,-0.15000,0,1,1,,,,,13.914,,0,Kepler-band,,,,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,0.01300,0.00380,-0.00350,0,3.490,0.140,-0.140,0,0.032,0.001,-0.001,0,2014,,
3145,Kepler-790 b,Kepler-790,b,Transit,13.73469807,0.00004026,-0.00004026,0,,,,,,,,,,,,,0.194,0.015,-0.012,0,,,,,1,1,727.00,51.44,-45.55,0,15.187,,0,Kepler-band,,,,5208.00,139.26,-114.14,0,0.84,0.04,-0.05,0,0.80,0.05,-0.05,0,,,,,2.180,0.170,-0.140,0,0.020,0.002,-0.001,0,2016,,
3146,Kepler-791 b,Kepler-791,b,Transit,14.55397590,0.00010020,-0.00010020,0,,,,,,,,,,,,,0.272,0.118,-0.062,0,,,,,1,1,1447.00,591.83,-254.89,0,14.377,,0,Kepler-band,,,,6383.00,218.04,-160.88,0,1.30,0.21,-0.12,0,1.47,0.61,-0.25,0,,,,,3.050,1.320,-0.700,0,0.028,0.012,-0.006,0,2016,,
3147,Kepler-792 b,Kepler-792,b,Transit,11.30119217,0.00006491,-0.00006491,0,,,,,,,,,,,,,0.175,0.044,-0.021,0,,,,,1,1,1205.00,298.31,-144.83,0,14.981,,0,Kepler-band,,,,5971.00,136.24,-175.96,0,1.09,0.09,-0.07,0,1.12,0.28,-0.13,0,,,,,1.960,0.490,-0.230,0,0.018,0.004,-0.002,0,2016,,
3148,Kepler-793 b,Kepler-793,b,Transit,4.24153639,0.00002259,-0.00002259,0,,,,,,,,,,,,,0.122,0.025,-0.014,0,,,,,1,1,794.00,169.39,-87.81,0,14.621,,0,Kepler-band,,,,5745.00,145.41,-198.84,0,0.98,0.07,-0.07,0,0.97,0.20,-0.10,0,,,,,1.370,0.280,-0.160,0,0.013,0.003,-0.001,0,2016,,
3149,Kepler-794 b,Kepler-794,b,Transit,11.13125132,0.00003571,-0.00003571,0,,,,,,,,,,,,,0.188,0.046,-0.030,0,,,,,1,1,763.00,186.35,-121.81,0,13.459,,0,Kepler-band,,,,5839.00,74.39,-64.99,0,1.19,0.11,-0.07,0,1.38,0.34,-0.22,0,,,,,2.110,0.520,-0.340,0,0.019,0.005,-0.003,0,2016,,
3150,Kepler-795 b,Kepler-795,b,Transit,29.61934210,0.00011440,-0.00011440,0,,,,,,,,,,,,,0.150,0.016,-0.012,0,,,,,1,1,458.00,46.60,-33.80,0,13.331,,0,Kepler-band,,,,5631.00,83.20,-75.42,0,0.94,0.04,-0.04,0,0.96,0.10,-0.07,0,,,,,1.680,0.180,-0.130,0,0.015,0.002,-0.001,0,2016,,
3151,Kepler-796 b,Kepler-796,b,Transit,6.40087618,0.00002313,-0.00002313,0,,,,,,,,,,,,,0.116,0.032,-0.020,0,,,,,1,1,377.00,103.89,-63.91,0,12.988,,0,Kepler-band,,,,5475.00,79.05,-84.69,0,0.93,0.04,-0.04,0,1.09,0.30,-0.18,0,,,,,1.300,0.360,-0.220,0,0.012,0.003,-0.002,0,2016,,
3152,Kepler-797 b,Kepler-797,b,Transit,27.07237711,0.00009275,-0.00009275,0,,,,,,,,,,,,,0.194,0.038,-0.020,0,,,,,1,1,752.00,156.93,-82.11,0,14.556,,0,Kepler-band,,,,5680.00,292.15,-205.19,0,0.96,0.10,-0.07,0,0.95,0.18,-0.09,0,,,,,2.170,0.430,-0.220,0,0.020,0.004,-0.002,0,2016,,
3153,Kepler-798 b,Kepler-798,b,Transit,13.71933369,0.00005734,-0.00005734,0,,,,,,,,,,,,,0.213,0.093,-0.030,0,,,,,1,1,1085.00,463.53,-160.07,0,14.200,,0,Kepler-band,,,,6224.00,124.30,-142.87,0,1.19,0.18,-0.09,0,1.29,0.56,-0.18,0,,,,,2.390,1.040,-0.340,0,0.022,0.010,-0.003,0,2016,,
3154,Kepler-799 b,Kepler-799,b,Transit,133.46052350,0.00025300,-0.00025300,0,,,,,,,,,,,,,0.614,0.076,-0.051,0,,,,,1,1,1029.00,130.85,-86.31,0,15.120,,0,Kepler-band,,,,5681.00,116.48,-90.98,0,0.95,0.05,-0.06,0,0.93,0.12,-0.07,0,,,,,6.880,0.850,-0.570,0,0.063,0.008,-0.005,0,2016,,
3155,Kepler-8 b,Kepler-8,b,Transit,3.52249910,0.00000070,-0.00000070,0,,,,,83.978,0.036,-0.033,0,0.59000,0.13000,-0.12000,0,1.416,0.053,-0.062,0,0.27000,0.11000,-0.08000,0,1,1,1330.00,180.00,-180.00,0,13.900,0.324,0,V (Johnson),,,,6213.00,150.00,-150.00,0,1.21,0.07,-0.06,0,1.49,0.05,-0.06,0,0.59000,0.13000,-0.12000,0,15.872,0.594,-0.695,0,0.145,0.005,-0.006,0,2010,,
